"","study","treatment","therm1","therm2","therm3","therm4"
"4500",1,"Same-Sex Marriage Script by Straight Canvasser",7,7,NA,NA
"4501",1,"No Contact",97,97,NA,NA
"4502",1,"Same-Sex Marriage Script by Straight Canvasser",100,95,NA,NA
"4503",1,"No Contact",72,72,NA,NA
"4504",1,"No Contact",50,45,NA,NA
"4505",1,"No Contact",80,80,NA,NA
"4506",1,"No Contact",100,100,NA,NA
"4507",1,"No Contact",100,100,NA,NA
"4508",1,"No Contact",50,45,NA,NA
"4509",1,"No Contact",3,3,NA,NA
"4510",1,"No Contact",50,47,NA,NA
"4511",1,"No Contact",50,44,NA,NA
"4512",1,"Same-Sex Marriage Script by Straight Canvasser",52,52,NA,NA
"4513",1,"No Contact",2,2,NA,NA
"4514",1,"No Contact",71,71,NA,NA
"4515",1,"No Contact",5,5,NA,NA
"4516",1,"No Contact",61,61,NA,NA
"4517",1,"Same-Sex Marriage Script by Gay Canvasser",50,44,NA,NA
"4518",1,"Same-Sex Marriage Script by Gay Canvasser",40,40,NA,NA
"4519",1,"No Contact",52,52,NA,NA
"4520",1,"No Contact",87,87,NA,NA
"4521",1,"No Contact",41,41,NA,NA
"4522",1,"No Contact",50,NA,NA,NA
"4523",1,"Same-Sex Marriage Script by Gay Canvasser",32,NA,NA,NA
"4524",1,"Recycling Script by Straight Canvasser",100,97,NA,NA
"4525",1,"Recycling Script by Straight Canvasser",46,46,NA,NA
"4526",1,"No Contact",90,90,NA,NA
"4527",1,"No Contact",63,NA,NA,NA
"4528",1,"No Contact",50,52,NA,NA
"4529",1,"No Contact",1,1,NA,NA
"4530",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"4531",1,"Same-Sex Marriage Script by Gay Canvasser",51,NA,NA,NA
"4532",1,"Same-Sex Marriage Script by Gay Canvasser",97,NA,NA,NA
"4533",1,"No Contact",50,45,NA,NA
"4534",1,"No Contact",2,2,NA,NA
"4535",1,"No Contact",66,66,NA,NA
"4536",1,"No Contact",50,52,NA,NA
"4537",1,"No Contact",100,100,NA,NA
"4538",1,"No Contact",87,87,NA,NA
"4539",1,"No Contact",50,NA,NA,NA
"4540",1,"No Contact",0,0,NA,NA
"4541",1,"No Contact",100,100,NA,NA
"4542",1,"Same-Sex Marriage Script by Gay Canvasser",11,NA,NA,NA
"4543",1,"No Contact",50,49,NA,NA
"4544",1,"No Contact",91,91,NA,NA
"4545",1,"No Contact",100,100,NA,NA
"4546",1,"No Contact",100,92,NA,NA
"4547",1,"No Contact",50,47,NA,NA
"4548",1,"No Contact",62,62,NA,NA
"4549",1,"No Contact",52,52,NA,NA
"4550",1,"No Contact",50,49,NA,NA
"4551",1,"No Contact",54,54,NA,NA
"4552",1,"No Contact",39,39,NA,NA
"4553",1,"No Contact",46,46,NA,NA
"4554",1,"Same-Sex Marriage Script by Straight Canvasser",62,65,NA,NA
"4555",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"4556",1,"Recycling Script by Gay Canvasser",91,91,NA,NA
"4557",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"4558",1,"No Contact",38,38,NA,NA
"4559",1,"Recycling Script by Straight Canvasser",59,59,NA,NA
"4560",1,"Recycling Script by Straight Canvasser",86,86,NA,NA
"4561",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"4562",1,"No Contact",88,NA,NA,NA
"4563",1,"No Contact",100,100,NA,NA
"4564",1,"No Contact",61,61,NA,NA
"4565",1,"Recycling Script by Gay Canvasser",58,58,NA,NA
"4566",1,"No Contact",2,NA,NA,NA
"4567",1,"No Contact",50,NA,NA,NA
"4568",1,"No Contact",18,NA,NA,NA
"4569",1,"No Contact",52,NA,NA,NA
"4570",1,"No Contact",21,21,NA,NA
"4571",1,"Recycling Script by Straight Canvasser",50,56,NA,NA
"4572",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"4573",1,"Recycling Script by Straight Canvasser",88,90,NA,NA
"4574",1,"No Contact",100,98,NA,NA
"4575",1,"No Contact",100,100,NA,NA
"4576",1,"No Contact",60,60,NA,NA
"4577",1,"Same-Sex Marriage Script by Gay Canvasser",27,27,NA,NA
"4578",1,"No Contact",50,NA,NA,NA
"4579",1,"No Contact",100,98,NA,NA
"4580",1,"Same-Sex Marriage Script by Straight Canvasser",37,37,NA,NA
"4581",1,"No Contact",61,61,NA,NA
"4582",1,"No Contact",50,39,NA,NA
"4583",1,"No Contact",90,90,NA,NA
"4584",1,"Recycling Script by Gay Canvasser",60,60,NA,NA
"4585",1,"Recycling Script by Gay Canvasser",88,88,NA,NA
"4586",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"4587",1,"No Contact",51,51,NA,NA
"4588",1,"No Contact",9,9,NA,NA
"4589",1,"No Contact",70,70,NA,NA
"4590",1,"No Contact",80,80,NA,NA
"4591",1,"No Contact",74,74,NA,NA
"4592",1,"No Contact",70,70,NA,NA
"4593",1,"No Contact",99,99,NA,NA
"4594",1,"No Contact",59,NA,NA,NA
"4595",1,"No Contact",51,51,NA,NA
"4596",1,"No Contact",100,100,NA,NA
"4597",1,"Same-Sex Marriage Script by Straight Canvasser",7,7,NA,NA
"4598",1,"Same-Sex Marriage Script by Straight Canvasser",91,91,NA,NA
"4599",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"4600",1,"Same-Sex Marriage Script by Gay Canvasser",100,98,NA,NA
"4601",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"4602",1,"Recycling Script by Straight Canvasser",50,56,NA,NA
"4603",1,"No Contact",50,44,NA,NA
"4604",1,"Same-Sex Marriage Script by Gay Canvasser",78,78,NA,NA
"4605",1,"Same-Sex Marriage Script by Gay Canvasser",4,4,NA,NA
"4606",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"4607",1,"Same-Sex Marriage Script by Gay Canvasser",69,NA,NA,NA
"4608",1,"Same-Sex Marriage Script by Gay Canvasser",46,46,NA,NA
"4609",1,"No Contact",70,70,NA,NA
"4610",1,"No Contact",82,82,NA,NA
"4611",1,"No Contact",52,52,NA,NA
"4612",1,"No Contact",100,100,NA,NA
"4613",1,"No Contact",27,27,NA,NA
"4614",1,"No Contact",50,NA,NA,NA
"4615",1,"No Contact",25,25,NA,NA
"4616",1,"No Contact",7,NA,NA,NA
"4617",1,"No Contact",50,53,NA,NA
"4618",1,"Same-Sex Marriage Script by Gay Canvasser",50,56,NA,NA
"4619",1,"Same-Sex Marriage Script by Gay Canvasser",72,72,NA,NA
"4620",1,"No Contact",49,49,NA,NA
"4621",1,"Same-Sex Marriage Script by Straight Canvasser",100,97,NA,NA
"4622",1,"Same-Sex Marriage Script by Straight Canvasser",72,71,NA,NA
"4623",1,"No Contact",50,50,NA,NA
"4624",1,"No Contact",50,47,NA,NA
"4625",1,"No Contact",51,51,NA,NA
"4626",1,"No Contact",63,63,NA,NA
"4627",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"4628",1,"Recycling Script by Gay Canvasser",78,78,NA,NA
"4629",1,"Recycling Script by Gay Canvasser",56,56,NA,NA
"4630",1,"No Contact",50,46,NA,NA
"4631",1,"No Contact",50,48,NA,NA
"4632",1,"No Contact",49,49,NA,NA
"4633",1,"No Contact",91,NA,NA,NA
"4634",1,"No Contact",52,52,NA,NA
"4635",1,"No Contact",2,2,NA,NA
"4636",1,"Same-Sex Marriage Script by Gay Canvasser",48,NA,NA,NA
"4637",1,"Same-Sex Marriage Script by Gay Canvasser",52,52,NA,NA
"4638",1,"Same-Sex Marriage Script by Gay Canvasser",15,15,NA,NA
"4639",1,"No Contact",69,69,NA,NA
"4640",1,"No Contact",36,36,NA,NA
"4641",1,"No Contact",100,100,NA,NA
"4642",1,"No Contact",2,2,NA,NA
"4643",1,"Same-Sex Marriage Script by Straight Canvasser",100,NA,NA,NA
"4644",1,"Same-Sex Marriage Script by Straight Canvasser",50,49,NA,NA
"4645",1,"No Contact",25,25,NA,NA
"4646",1,"No Contact",79,79,NA,NA
"4647",1,"No Contact",71,71,NA,NA
"4648",1,"No Contact",100,97,NA,NA
"4649",1,"Same-Sex Marriage Script by Straight Canvasser",81,NA,NA,NA
"4650",1,"Same-Sex Marriage Script by Straight Canvasser",51,51,NA,NA
"4651",1,"Same-Sex Marriage Script by Gay Canvasser",51,51,NA,NA
"4652",1,"Same-Sex Marriage Script by Gay Canvasser",50,46,NA,NA
"4653",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"4654",1,"No Contact",2,2,NA,NA
"4655",1,"No Contact",31,31,NA,NA
"4656",1,"No Contact",2,2,NA,NA
"4657",1,"No Contact",50,44,NA,NA
"4658",1,"Same-Sex Marriage Script by Gay Canvasser",50,60,NA,NA
"4659",1,"Same-Sex Marriage Script by Gay Canvasser",50,46,NA,NA
"4660",1,"Recycling Script by Straight Canvasser",53,53,NA,NA
"4661",1,"Recycling Script by Straight Canvasser",97,97,NA,NA
"4662",1,"No Contact",100,100,NA,NA
"4663",1,"No Contact",65,65,NA,NA
"4664",1,"Same-Sex Marriage Script by Gay Canvasser",99,99,NA,NA
"4665",1,"Recycling Script by Gay Canvasser",30,26,NA,NA
"4666",1,"Recycling Script by Gay Canvasser",90,90,NA,NA
"4667",1,"No Contact",1,1,NA,NA
"4668",1,"No Contact",50,53,NA,NA
"4669",1,"No Contact",93,93,NA,NA
"4670",1,"No Contact",70,70,NA,NA
"4671",1,"No Contact",100,95,NA,NA
"4672",1,"No Contact",53,53,NA,NA
"4673",1,"Same-Sex Marriage Script by Straight Canvasser",52,52,NA,NA
"4674",1,"Recycling Script by Gay Canvasser",15,15,NA,NA
"4675",1,"No Contact",7,7,NA,NA
"4676",1,"No Contact",52,NA,NA,NA
"4677",1,"No Contact",98,NA,NA,NA
"4678",1,"No Contact",40,40,NA,NA
"4679",1,"No Contact",50,51,NA,NA
"4680",1,"No Contact",80,80,NA,NA
"4681",1,"No Contact",96,NA,NA,NA
"4682",1,"No Contact",50,57,NA,NA
"4683",1,"No Contact",85,85,NA,NA
"4684",1,"No Contact",50,48,NA,NA
"4685",1,"No Contact",50,48,NA,NA
"4686",1,"No Contact",90,90,NA,NA
"4687",1,"Same-Sex Marriage Script by Gay Canvasser",70,70,NA,NA
"4688",1,"Same-Sex Marriage Script by Gay Canvasser",72,72,NA,NA
"4689",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"4690",1,"Same-Sex Marriage Script by Gay Canvasser",90,90,NA,NA
"4691",1,"Same-Sex Marriage Script by Gay Canvasser",77,77,NA,NA
"4692",1,"No Contact",50,50,NA,NA
"4693",1,"No Contact",2,2,NA,NA
"4694",1,"No Contact",50,NA,NA,NA
"4695",1,"No Contact",59,59,NA,NA
"4696",1,"No Contact",96,96,NA,NA
"4697",1,"Same-Sex Marriage Script by Gay Canvasser",53,53,NA,NA
"4698",1,"Same-Sex Marriage Script by Gay Canvasser",71,71,NA,NA
"4699",1,"No Contact",78,78,NA,NA
"4700",1,"Same-Sex Marriage Script by Gay Canvasser",42,NA,NA,NA
"4701",1,"Same-Sex Marriage Script by Gay Canvasser",50,50,NA,NA
"4702",1,"No Contact",45,45,NA,NA
"4703",1,"No Contact",100,100,NA,NA
"4704",1,"No Contact",6,6,NA,NA
"4705",1,"No Contact",62,62,NA,NA
"4706",1,"Same-Sex Marriage Script by Gay Canvasser",85,85,NA,NA
"4707",1,"Same-Sex Marriage Script by Gay Canvasser",97,97,NA,NA
"4708",1,"No Contact",31,31,NA,NA
"4709",1,"No Contact",55,55,NA,NA
"4710",1,"No Contact",25,NA,NA,NA
"4711",1,"No Contact",1,1,NA,NA
"4712",1,"No Contact",13,13,NA,NA
"4713",1,"No Contact",5,5,NA,NA
"4714",1,"No Contact",50,49,NA,NA
"4715",1,"No Contact",50,56,NA,NA
"4716",1,"Same-Sex Marriage Script by Straight Canvasser",42,NA,NA,NA
"4717",1,"Same-Sex Marriage Script by Straight Canvasser",61,61,NA,NA
"4718",1,"No Contact",50,51,NA,NA
"4719",1,"No Contact",60,60,NA,NA
"4720",1,"No Contact",95,95,NA,NA
"4721",1,"No Contact",100,99,NA,NA
"4722",1,"Same-Sex Marriage Script by Gay Canvasser",6,6,NA,NA
"4723",1,"Same-Sex Marriage Script by Gay Canvasser",87,87,NA,NA
"4724",1,"Recycling Script by Gay Canvasser",97,NA,NA,NA
"4725",1,"Recycling Script by Gay Canvasser",52,52,NA,NA
"4726",1,"No Contact",50,51,NA,NA
"4727",1,"No Contact",100,100,NA,NA
"4728",1,"No Contact",90,90,NA,NA
"4729",1,"No Contact",98,98,NA,NA
"4730",1,"No Contact",48,48,NA,NA
"4731",1,"No Contact",13,13,NA,NA
"4732",1,"No Contact",4,4,NA,NA
"4733",1,"Same-Sex Marriage Script by Gay Canvasser",45,45,NA,NA
"4734",1,"Same-Sex Marriage Script by Gay Canvasser",100,94,NA,NA
"4735",1,"Same-Sex Marriage Script by Straight Canvasser",46,47,NA,NA
"4736",1,"Same-Sex Marriage Script by Straight Canvasser",53,57,NA,NA
"4737",1,"No Contact",88,88,NA,NA
"4738",1,"No Contact",2,2,NA,NA
"4739",1,"No Contact",50,42,NA,NA
"4740",1,"Recycling Script by Straight Canvasser",9,9,NA,NA
"4741",1,"Recycling Script by Straight Canvasser",100,93,NA,NA
"4742",1,"Recycling Script by Straight Canvasser",50,NA,NA,NA
"4743",1,"Recycling Script by Straight Canvasser",3,3,NA,NA
"4744",1,"No Contact",50,54,NA,NA
"4745",1,"No Contact",71,71,NA,NA
"4746",1,"No Contact",31,31,NA,NA
"4747",1,"Same-Sex Marriage Script by Straight Canvasser",76,76,NA,NA
"4748",1,"Same-Sex Marriage Script by Gay Canvasser",51,51,NA,NA
"4749",1,"Same-Sex Marriage Script by Gay Canvasser",74,74,NA,NA
"4750",1,"Same-Sex Marriage Script by Straight Canvasser",50,51,NA,NA
"4751",1,"Same-Sex Marriage Script by Straight Canvasser",81,81,NA,NA
"4752",1,"Same-Sex Marriage Script by Straight Canvasser",91,NA,NA,NA
"4753",1,"Same-Sex Marriage Script by Straight Canvasser",46,46,NA,NA
"4754",1,"Recycling Script by Straight Canvasser",69,75,NA,NA
"4755",1,"No Contact",90,90,NA,NA
"4756",1,"No Contact",87,87,NA,NA
"4757",1,"Same-Sex Marriage Script by Gay Canvasser",2,2,NA,NA
"4758",1,"Same-Sex Marriage Script by Gay Canvasser",100,NA,NA,NA
"4759",1,"No Contact",10,10,NA,NA
"4760",1,"No Contact",52,NA,NA,NA
"4761",1,"No Contact",52,52,NA,NA
"4762",1,"No Contact",50,46,NA,NA
"4763",1,"Recycling Script by Gay Canvasser",50,53,NA,NA
"4764",1,"Recycling Script by Gay Canvasser",50,51,NA,NA
"4765",1,"No Contact",74,74,NA,NA
"4766",1,"No Contact",50,55,NA,NA
"4767",1,"Same-Sex Marriage Script by Straight Canvasser",20,20,NA,NA
"4768",1,"No Contact",52,52,NA,NA
"4769",1,"No Contact",50,50,NA,NA
"4770",1,"No Contact",41,NA,NA,NA
"4771",1,"Same-Sex Marriage Script by Gay Canvasser",97,99,NA,NA
"4772",1,"Same-Sex Marriage Script by Gay Canvasser",31,NA,NA,NA
"4773",1,"No Contact",100,96,NA,NA
"4774",1,"No Contact",30,NA,NA,NA
"4775",1,"No Contact",35,35,NA,NA
"4776",1,"No Contact",92,92,NA,NA
"4777",1,"No Contact",20,20,NA,NA
"4778",1,"Same-Sex Marriage Script by Gay Canvasser",69,69,NA,NA
"4779",1,"Same-Sex Marriage Script by Gay Canvasser",69,69,NA,NA
"4780",1,"Same-Sex Marriage Script by Gay Canvasser",81,81,NA,NA
"4781",1,"Same-Sex Marriage Script by Straight Canvasser",100,97,NA,NA
"4782",1,"Same-Sex Marriage Script by Straight Canvasser",84,84,NA,NA
"4783",1,"Same-Sex Marriage Script by Straight Canvasser",3,3,NA,NA
"4784",1,"No Contact",50,NA,NA,NA
"4785",1,"No Contact",87,87,NA,NA
"4786",1,"No Contact",5,5,NA,NA
"4787",1,"No Contact",40,40,NA,NA
"4788",1,"No Contact",5,5,NA,NA
"4789",1,"No Contact",50,51,NA,NA
"4790",1,"No Contact",87,87,NA,NA
"4791",1,"No Contact",86,NA,NA,NA
"4792",1,"No Contact",35,35,NA,NA
"4793",1,"Same-Sex Marriage Script by Straight Canvasser",56,66,NA,NA
"4794",1,"Same-Sex Marriage Script by Straight Canvasser",84,82,NA,NA
"4795",1,"Same-Sex Marriage Script by Gay Canvasser",5,NA,NA,NA
"4796",1,"Same-Sex Marriage Script by Gay Canvasser",80,80,NA,NA
"4797",1,"No Contact",10,10,NA,NA
"4798",1,"No Contact",63,63,NA,NA
"4799",1,"No Contact",83,83,NA,NA
"4800",1,"Same-Sex Marriage Script by Gay Canvasser",59,59,NA,NA
"4801",1,"Same-Sex Marriage Script by Gay Canvasser",100,92,NA,NA
"4802",1,"Same-Sex Marriage Script by Gay Canvasser",75,75,NA,NA
"4803",1,"Same-Sex Marriage Script by Gay Canvasser",77,77,NA,NA
"4804",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"4805",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"4806",1,"Same-Sex Marriage Script by Gay Canvasser",50,52,NA,NA
"4807",1,"No Contact",16,16,NA,NA
"4808",1,"Recycling Script by Gay Canvasser",1,NA,NA,NA
"4809",1,"No Contact",33,33,NA,NA
"4810",1,"No Contact",30,30,NA,NA
"4811",1,"Recycling Script by Gay Canvasser",40,40,NA,NA
"4812",1,"Recycling Script by Gay Canvasser",2,2,NA,NA
"4813",1,"No Contact",50,48,NA,NA
"4814",1,"No Contact",89,89,NA,NA
"4815",1,"Same-Sex Marriage Script by Gay Canvasser",73,73,NA,NA
"4816",1,"Same-Sex Marriage Script by Gay Canvasser",71,71,NA,NA
"4817",1,"Same-Sex Marriage Script by Gay Canvasser",50,NA,NA,NA
"4818",1,"Same-Sex Marriage Script by Gay Canvasser",50,50,NA,NA
"4819",1,"No Contact",85,85,NA,NA
"4820",1,"No Contact",70,70,NA,NA
"4821",1,"No Contact",2,2,NA,NA
"4822",1,"Same-Sex Marriage Script by Gay Canvasser",84,84,NA,NA
"4823",1,"Same-Sex Marriage Script by Straight Canvasser",50,45,NA,NA
"4824",1,"Same-Sex Marriage Script by Straight Canvasser",88,NA,NA,NA
"4825",1,"Same-Sex Marriage Script by Gay Canvasser",50,47,NA,NA
"4826",1,"Same-Sex Marriage Script by Gay Canvasser",53,53,NA,NA
"4827",1,"No Contact",50,45,NA,NA
"4828",1,"No Contact",61,61,NA,NA
"4829",1,"No Contact",81,81,NA,NA
"4830",1,"No Contact",49,49,NA,NA
"4831",1,"No Contact",7,7,NA,NA
"4832",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"4833",1,"Recycling Script by Gay Canvasser",50,48,NA,NA
"4834",1,"No Contact",87,87,NA,NA
"4835",1,"No Contact",84,84,NA,NA
"4836",1,"No Contact",80,80,NA,NA
"4837",1,"Recycling Script by Gay Canvasser",13,13,NA,NA
"4838",1,"Recycling Script by Gay Canvasser",99,96,NA,NA
"4839",1,"Same-Sex Marriage Script by Straight Canvasser",100,NA,NA,NA
"4840",1,"Same-Sex Marriage Script by Straight Canvasser",66,66,NA,NA
"4841",1,"Same-Sex Marriage Script by Straight Canvasser",52,NA,NA,NA
"4842",1,"Same-Sex Marriage Script by Gay Canvasser",63,63,NA,NA
"4843",1,"No Contact",50,50,NA,NA
"4844",1,"No Contact",39,NA,NA,NA
"4845",1,"No Contact",51,51,NA,NA
"4846",1,"No Contact",60,60,NA,NA
"4847",1,"No Contact",50,43,NA,NA
"4848",1,"Same-Sex Marriage Script by Straight Canvasser",100,97,NA,NA
"4849",1,"No Contact",50,51,NA,NA
"4850",1,"No Contact",90,90,NA,NA
"4851",1,"No Contact",85,85,NA,NA
"4852",1,"No Contact",100,100,NA,NA
"4853",1,"No Contact",50,45,NA,NA
"4854",1,"Recycling Script by Gay Canvasser",81,81,NA,NA
"4855",1,"Same-Sex Marriage Script by Gay Canvasser",3,3,NA,NA
"4856",1,"Same-Sex Marriage Script by Gay Canvasser",2,2,NA,NA
"4857",1,"Recycling Script by Gay Canvasser",4,0,NA,NA
"4858",1,"No Contact",80,80,NA,NA
"4859",1,"Recycling Script by Straight Canvasser",50,50,NA,NA
"4860",1,"No Contact",68,68,NA,NA
"4861",1,"No Contact",50,50,NA,NA
"4862",1,"No Contact",60,60,NA,NA
"4863",1,"Recycling Script by Gay Canvasser",90,88,NA,NA
"4864",1,"Recycling Script by Gay Canvasser",52,52,NA,NA
"4865",1,"No Contact",40,40,NA,NA
"4866",1,"No Contact",88,88,NA,NA
"4867",1,"Recycling Script by Gay Canvasser",9,9,NA,NA
"4868",1,"Recycling Script by Gay Canvasser",50,46,NA,NA
"4869",1,"Recycling Script by Gay Canvasser",6,NA,NA,NA
"4870",1,"Recycling Script by Gay Canvasser",50,52,NA,NA
"4871",1,"Recycling Script by Gay Canvasser",100,100,NA,NA
"4872",1,"Recycling Script by Gay Canvasser",7,NA,NA,NA
"4873",1,"No Contact",90,90,NA,NA
"4874",1,"No Contact",50,47,NA,NA
"4875",1,"No Contact",97,97,NA,NA
"4876",1,"No Contact",50,57,NA,NA
"4877",1,"Same-Sex Marriage Script by Gay Canvasser",54,54,NA,NA
"4878",1,"No Contact",71,71,NA,NA
"4879",1,"No Contact",63,63,NA,NA
"4880",1,"Recycling Script by Gay Canvasser",72,72,NA,NA
"4881",1,"Recycling Script by Gay Canvasser",91,91,NA,NA
"4882",1,"Recycling Script by Gay Canvasser",81,81,NA,NA
"4883",1,"No Contact",69,69,NA,NA
"4884",1,"No Contact",50,51,NA,NA
"4885",1,"No Contact",86,86,NA,NA
"4886",1,"Same-Sex Marriage Script by Straight Canvasser",95,95,NA,NA
"4887",1,"No Contact",98,98,NA,NA
"4888",1,"No Contact",100,100,NA,NA
"4889",1,"No Contact",51,51,NA,NA
"4890",1,"No Contact",7,7,NA,NA
"4891",1,"No Contact",100,100,NA,NA
"4892",1,"No Contact",42,42,NA,NA
"4893",1,"No Contact",50,NA,NA,NA
"4894",1,"No Contact",89,89,NA,NA
"4895",1,"Same-Sex Marriage Script by Straight Canvasser",7,7,NA,NA
"4896",1,"Same-Sex Marriage Script by Straight Canvasser",95,95,NA,NA
"4897",1,"Same-Sex Marriage Script by Gay Canvasser",50,54,NA,NA
"4898",1,"No Contact",1,1,NA,NA
"4899",1,"No Contact",66,66,NA,NA
"4900",1,"No Contact",50,51,NA,NA
"4901",1,"No Contact",50,52,NA,NA
"4902",1,"No Contact",50,47,NA,NA
"4903",1,"Same-Sex Marriage Script by Gay Canvasser",91,91,NA,NA
"4904",1,"No Contact",98,98,NA,NA
"4905",1,"No Contact",85,NA,NA,NA
"4906",1,"No Contact",93,93,NA,NA
"4907",1,"No Contact",51,51,NA,NA
"4908",1,"No Contact",55,55,NA,NA
"4909",1,"Same-Sex Marriage Script by Straight Canvasser",50,47,NA,NA
"4910",1,"Same-Sex Marriage Script by Gay Canvasser",90,90,NA,NA
"4911",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"4912",1,"No Contact",71,71,NA,NA
"4913",1,"No Contact",53,53,NA,NA
"4914",1,"No Contact",50,48,NA,NA
"4915",1,"No Contact",30,30,NA,NA
"4916",1,"No Contact",50,54,NA,NA
"4917",1,"No Contact",47,47,NA,NA
"4918",1,"Recycling Script by Straight Canvasser",77,71,NA,NA
"4919",1,"Recycling Script by Straight Canvasser",99,99,NA,NA
"4920",1,"No Contact",51,NA,NA,NA
"4921",1,"No Contact",50,50,NA,NA
"4922",1,"No Contact",34,34,NA,NA
"4923",1,"No Contact",51,51,NA,NA
"4924",1,"No Contact",42,42,NA,NA
"4925",1,"No Contact",26,26,NA,NA
"4926",1,"Recycling Script by Straight Canvasser",56,56,NA,NA
"4927",1,"No Contact",100,100,NA,NA
"4928",1,"No Contact",50,51,NA,NA
"4929",1,"Recycling Script by Gay Canvasser",31,NA,NA,NA
"4930",1,"Recycling Script by Gay Canvasser",91,NA,NA,NA
"4931",1,"Same-Sex Marriage Script by Straight Canvasser",100,100,NA,NA
"4932",1,"Same-Sex Marriage Script by Straight Canvasser",63,63,NA,NA
"4933",1,"Recycling Script by Straight Canvasser",50,53,NA,NA
"4934",1,"No Contact",50,46,NA,NA
"4935",1,"Recycling Script by Straight Canvasser",84,84,NA,NA
"4936",1,"No Contact",60,60,NA,NA
"4937",1,"No Contact",3,3,NA,NA
"4938",1,"No Contact",50,51,NA,NA
"4939",1,"No Contact",62,62,NA,NA
"4940",1,"No Contact",90,90,NA,NA
"4941",1,"Same-Sex Marriage Script by Straight Canvasser",90,90,NA,NA
"4942",1,"No Contact",1,1,NA,NA
"4943",1,"Same-Sex Marriage Script by Straight Canvasser",90,NA,NA,NA
"4944",1,"Same-Sex Marriage Script by Straight Canvasser",93,100,NA,NA
"4945",1,"Same-Sex Marriage Script by Straight Canvasser",50,50,NA,NA
"4946",1,"No Contact",46,46,NA,NA
"4947",1,"No Contact",50,46,NA,NA
"4948",1,"No Contact",50,47,NA,NA
"4949",1,"No Contact",2,2,NA,NA
"4950",1,"No Contact",55,55,NA,NA
"4951",1,"Same-Sex Marriage Script by Gay Canvasser",100,96,NA,NA
"4952",1,"Same-Sex Marriage Script by Gay Canvasser",100,100,NA,NA
"4953",1,"Recycling Script by Straight Canvasser",50,55,NA,NA
"4954",1,"Recycling Script by Straight Canvasser",59,59,NA,NA
"4955",1,"No Contact",86,86,NA,NA
"4956",1,"No Contact",51,51,NA,NA
"4957",1,"No Contact",50,44,NA,NA
"4958",1,"No Contact",50,55,NA,NA
"4959",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"4960",1,"Recycling Script by Straight Canvasser",100,100,NA,NA
"4961",1,"Recycling Script by Straight Canvasser",74,74,NA,NA
"4962",1,"Recycling Script by Straight Canvasser",50,56,NA,NA
"4963",1,"No Contact",50,47,NA,NA
"4964",1,"Recycling Script by Straight Canvasser",50,51,NA,NA
"4965",1,"Recycling Script by Straight Canvasser",1,1,NA,NA
"4966",1,"No Contact",51,51,NA,NA
"4967",1,"No Contact",4,4,NA,NA
"4968",1,"Same-Sex Marriage Script by Straight Canvasser",46,46,NA,NA
"4969",1,"No Contact",51,51,NA,NA
"4970",1,"Recycling Script by Straight Canvasser",50,NA,NA,NA
"4971",1,"Recycling Script by Straight Canvasser",71,71,NA,NA
