"","PWGTP","SEX","AGEP","CIT","COW","ENG","FER","JWMNP","LANX","MAR","SCHL","WAGP","ESR","WKHP","WRK","NATIVITY","PINCP","ENG_c","CIT_c","Work_Class","FER_c","SEX_c","AGE_C"
"1654",102,1,5,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"1655",111,2,24,5,1,1,2,NA,1,1,"22",72000,1,40,1,2,72030,"Very Well","Not a citizen of the US","Private","No","Female","19-30"
"1656",164,1,31,4,1,1,NA,NA,1,1,"22",1e+05,2,40,1,2,100050,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1657",47,1,65,1,1,NA,NA,40,2,1,"21",80000,1,40,1,1,80000,NA,"Born in US","Private",NA,"Male","65-75"
"1658",53,2,65,1,5,NA,NA,60,2,1,"22",1e+05,1,40,1,1,115000,NA,"Born in US","Government",NA,"Female","65-75"
"1659",115,1,36,1,1,NA,NA,45,2,1,"21",110000,1,40,1,1,110000,NA,"Born in US","Private",NA,"Male","31-64"
"1660",115,2,37,1,1,NA,2,NA,2,1,"21",0,3,NA,2,1,0,NA,"Born in US","Private","No","Female","31-64"
"1661",119,2,5,1,NA,NA,NA,NA,2,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"1662",107,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"1663",91,1,65,4,5,1,NA,45,1,1,"22",150000,1,40,1,2,150000,"Very Well","US Citizen by Naturalization","Government",NA,"Male","65-75"
"1664",101,2,58,4,NA,2,NA,NA,1,1,"22",0,6,NA,2,2,0,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"1665",117,2,56,4,3,1,NA,45,1,1,"24",15000,1,35,1,2,15000,"Very Well","US Citizen by Naturalization","Government",NA,"Female","31-64"
"1666",98,1,58,3,1,NA,NA,40,2,1,"24",236000,1,40,NA,1,589000,NA,"Born Abroad by American Parent","Private",NA,"Male","31-64"
"1667",111,1,83,4,NA,1,NA,NA,1,1,"10",0,6,NA,NA,2,8550,"Very Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"1668",53,2,70,4,NA,2,NA,NA,1,1,"18",0,6,NA,2,2,10200,"Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"1669",78,1,62,5,1,2,NA,40,1,1,"18",48000,1,40,1,2,48000,"Well","Not a citizen of the US","Private",NA,"Male","31-64"
"1670",77,2,39,1,1,NA,2,20,2,1,"20",36000,1,24,1,1,36000,NA,"Born in US","Private","No","Female","31-64"
"1671",83,1,39,1,1,NA,NA,40,2,1,"21",115000,1,40,1,1,115000,NA,"Born in US","Private",NA,"Male","31-64"
"1672",68,1,5,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"1673",80,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"1674",85,2,48,1,3,NA,2,90,2,3,"22",125000,1,40,1,1,181000,NA,"Born in US","Government","No","Female","31-64"
"1675",64,2,16,1,NA,NA,2,NA,2,5,"13",0,6,NA,2,1,0,NA,"Born in US",NA,"No","Female","14-18"
"1676",38,1,46,4,1,1,NA,45,1,1,"22",130000,1,40,1,2,156000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1677",36,2,43,1,1,1,2,NA,1,1,"22",120000,1,40,1,1,120000,"Very Well","Born in US","Private","No","Female","31-64"
"1678",28,1,13,1,NA,NA,NA,NA,2,5,"10",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"1679",29,1,11,1,NA,NA,NA,NA,2,5,"08",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"1680",61,1,43,1,3,NA,NA,45,2,5,"21",79000,1,50,1,1,79000,NA,"Born in US","Government",NA,"Male","31-64"
"1681",164,1,36,1,1,1,NA,NA,1,1,"19",60000,2,40,1,1,60010,"Very Well","Born in US","Private",NA,"Male","31-64"
"1682",131,2,29,5,NA,3,2,NA,1,1,"16",0,6,NA,2,2,0,"Not Well","Not a citizen of the US",NA,"No","Female","19-30"
"1683",55,1,71,3,NA,1,NA,NA,1,1,"21",0,6,NA,2,1,55900,"Very Well","Born Abroad by American Parent",NA,NA,"Male","65-75"
"1684",49,2,69,4,NA,1,NA,NA,1,1,"21",0,6,NA,2,2,28800,"Very Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"1685",93,1,53,1,1,NA,NA,60,2,5,"21",10000,1,36,NA,1,10000,NA,"Born in US","Private",NA,"Male","31-64"
"1686",94,2,47,4,NA,NA,2,NA,2,5,"21",0,6,NA,NA,2,0,NA,"US Citizen by Naturalization",NA,"No","Female","31-64"
"1687",69,1,67,4,NA,2,NA,NA,1,5,"22",0,6,NA,2,2,2300,"Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"1688",80,1,45,4,1,2,NA,20,1,1,"18",70000,1,40,1,2,70000,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1689",55,2,43,4,1,2,2,NA,1,1,"16",0,3,NA,2,2,0,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1690",59,1,22,1,1,1,NA,15,1,5,"22",14000,1,30,1,1,14000,"Very Well","Born in US","Private",NA,"Male","19-30"
"1691",53,1,18,1,NA,1,NA,NA,1,5,"16",0,6,NA,2,1,0,"Very Well","Born in US",NA,NA,"Male","14-18"
"1692",49,2,13,1,NA,1,NA,NA,1,5,"11",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"1693",32,1,64,1,6,NA,NA,30,2,1,"16",0,1,35,NA,1,51000,NA,"Born in US","Self-Employed",NA,"Male","31-64"
"1694",39,2,63,1,1,NA,NA,15,2,1,"16",65000,1,40,1,1,65000,NA,"Born in US","Private",NA,"Female","31-64"
"1695",65,1,35,1,1,1,NA,60,1,1,"16",40000,1,40,1,1,40000,"Very Well","Born in US","Private",NA,"Male","31-64"
"1696",60,2,43,5,1,2,1,30,1,1,"16",18000,1,35,1,2,18000,"Well","Not a citizen of the US","Private","Yes","Female","31-64"
"1697",79,1,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"1698",45,1,64,4,6,3,NA,4,1,1,"14",0,1,20,1,2,25200,"Not Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"1699",45,2,63,4,NA,2,NA,NA,1,1,"14",0,6,NA,2,2,7200,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"1700",77,1,35,5,6,1,NA,NA,1,1,"21",0,2,50,1,2,35000,"Very Well","Not a citizen of the US","Self-Employed",NA,"Male","31-64"
"1701",59,2,24,4,1,1,2,20,1,1,"18",10000,1,22,1,2,10000,"Very Well","US Citizen by Naturalization","Private","No","Female","19-30"
"1702",37,2,86,1,NA,NA,NA,NA,2,2,"16",0,6,NA,2,1,1500,NA,"Born in US",NA,NA,"Female","over 75"
"1703",48,1,60,1,NA,NA,NA,NA,2,5,"19",0,6,NA,2,1,0,NA,"Born in US",NA,NA,"Male","31-64"
"1704",50,2,67,1,1,NA,NA,10,2,3,"20",92000,1,40,1,1,92000,NA,"Born in US","Private",NA,"Female","65-75"
"1705",56,1,76,4,NA,2,NA,NA,1,1,"20",0,6,NA,2,2,19400,"Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"1706",64,2,71,4,NA,2,NA,NA,1,1,"08",0,6,NA,2,2,12100,"Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"1707",28,2,35,4,3,1,2,60,1,1,"22",1e+05,1,40,1,2,1e+05,"Very Well","US Citizen by Naturalization","Government","No","Female","31-64"
"1708",34,1,35,1,1,1,NA,60,1,1,"21",150000,1,80,1,1,150000,"Very Well","Born in US","Private",NA,"Male","31-64"
"1709",26,2,5,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"1710",48,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"1711",61,2,60,1,1,NA,NA,45,2,3,"21",170000,1,50,1,1,170000,NA,"Born in US","Private",NA,"Female","31-64"
"1712",93,2,86,1,NA,NA,NA,NA,2,2,"16",0,6,NA,2,1,47620,NA,"Born in US",NA,NA,"Female","over 75"
"1713",39,1,83,4,NA,3,NA,NA,1,1,"20",0,6,NA,NA,2,18000,"Not Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"1714",37,2,76,4,1,2,NA,10,1,1,"19",26000,1,30,NA,2,66000,"Well","US Citizen by Naturalization","Private",NA,"Female","over 75"
"1715",71,1,75,1,NA,NA,NA,NA,2,1,"15",0,6,NA,2,1,29600,NA,"Born in US",NA,NA,"Male","65-75"
"1716",68,2,70,1,NA,1,NA,NA,1,1,"16",0,6,NA,2,1,40600,"Very Well","Born in US",NA,NA,"Female","65-75"
"1717",62,2,60,1,1,NA,NA,40,2,3,"18",150000,1,45,1,1,150000,NA,"Born in US","Private",NA,"Female","31-64"
"1718",59,1,28,1,1,NA,NA,30,2,5,"18",45000,1,44,1,1,45000,NA,"Born in US","Private",NA,"Male","19-30"
"1719",85,2,71,3,2,2,NA,NA,1,3,"21",0,6,NA,2,1,36600,"Well","Born Abroad by American Parent","Private",NA,"Female","65-75"
"1720",66,1,44,4,1,1,NA,30,1,1,"24",170000,1,40,1,2,170000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1721",74,2,50,1,3,NA,2,60,2,1,"22",80000,1,40,1,1,87200,NA,"Born in US","Government","No","Female","31-64"
"1722",110,1,3,1,NA,NA,NA,NA,NA,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"1723",91,2,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"1724",97,1,59,4,1,1,NA,35,1,1,"20",68000,1,40,1,2,69500,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1725",94,2,58,4,7,1,NA,15,1,1,"19",50000,1,30,1,2,51200,"Very Well","US Citizen by Naturalization","Self-Employed",NA,"Female","31-64"
"1726",186,2,28,1,1,NA,2,100,2,5,"21",70000,1,40,1,1,70000,NA,"Born in US","Private","No","Female","19-30"
"1727",122,1,49,1,NA,NA,NA,NA,2,1,"18",0,6,NA,NA,1,9600,NA,"Born in US",NA,NA,"Male","31-64"
"1728",139,2,44,1,3,NA,2,NA,2,1,"19",36000,1,84,1,1,36000,NA,"Born in US","Government","No","Female","31-64"
"1729",185,1,18,1,1,NA,NA,NA,2,5,"16",0,3,NA,2,1,0,NA,"Born in US","Private",NA,"Male","14-18"
"1730",162,2,21,1,1,NA,2,NA,2,5,"19",0,3,NA,NA,1,0,NA,"Born in US","Private","No","Female","19-30"
"1731",105,2,32,5,1,1,2,60,1,5,"22",75000,1,40,1,2,80300,"Very Well","Not a citizen of the US","Private","No","Female","31-64"
"1732",96,1,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"1733",162,1,67,5,NA,4,NA,NA,1,1,"16",0,6,NA,2,2,2990,"Not at all","Not a citizen of the US",NA,NA,"Male","65-75"
"1734",149,2,64,5,NA,4,NA,NA,1,1,"15",0,6,NA,2,2,3000,"Not at all","Not a citizen of the US",NA,NA,"Female","31-64"
"1735",247,1,52,4,1,2,NA,NA,1,1,"12",27600,2,40,2,2,27600,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1736",269,2,46,4,NA,2,2,NA,1,1,"12",0,6,NA,NA,2,0,"Well","US Citizen by Naturalization",NA,"No","Female","31-64"
"1737",226,2,16,1,1,1,2,NA,1,5,"16",45000,2,40,1,1,45000,"Very Well","Born in US","Private","No","Female","14-18"
"1738",52,1,59,1,1,NA,NA,45,2,1,"19",168000,1,50,1,1,168000,NA,"Born in US","Private",NA,"Male","31-64"
"1739",63,2,63,1,1,NA,NA,75,2,1,"20",45200,1,40,1,1,45200,NA,"Born in US","Private",NA,"Female","31-64"
"1740",59,2,38,1,2,NA,2,25,2,1,"21",90000,1,20,1,1,90000,NA,"Born in US","Private","No","Female","31-64"
"1741",61,1,41,1,6,NA,NA,15,2,1,"16",0,1,45,1,1,40000,NA,"Born in US","Self-Employed",NA,"Male","31-64"
"1742",69,1,6,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"1743",90,2,33,1,1,NA,2,15,2,5,"18",20000,1,40,1,1,20000,NA,"Born in US","Private","No","Female","31-64"
"1744",130,2,14,1,NA,NA,NA,NA,2,5,"11",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","14-18"
"1745",113,1,9,1,NA,NA,NA,NA,2,5,"05",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"1746",252,2,47,4,1,1,2,NA,1,1,"19",58000,2,40,1,2,58030,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1747",340,1,45,5,1,2,NA,NA,1,1,"19",62000,2,40,1,2,62030,"Well","Not a citizen of the US","Private",NA,"Male","31-64"
"1748",282,1,14,1,NA,1,NA,NA,1,5,"10",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","14-18"
"1749",95,2,40,4,1,1,2,NA,1,1,"22",2e+05,1,32,1,2,203000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1750",94,1,41,4,1,1,NA,20,1,1,"22",175000,1,40,1,2,178000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1751",78,1,13,1,NA,NA,NA,NA,2,5,"10",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"1752",51,1,74,1,1,NA,NA,30,2,1,"19",24000,1,20,1,1,52000,NA,"Born in US","Private",NA,"Male","65-75"
"1753",61,2,65,1,1,NA,NA,20,2,1,"16",50000,1,40,1,1,50000,NA,"Born in US","Private",NA,"Female","65-75"
"1754",127,1,28,5,1,1,NA,NA,1,1,"21",50000,2,40,2,2,50050,"Very Well","Not a citizen of the US","Private",NA,"Male","19-30"
"1755",121,2,26,5,NA,1,2,NA,1,1,"19",0,6,NA,2,2,0,"Very Well","Not a citizen of the US",NA,"No","Female","19-30"
"1756",31,1,68,3,1,1,NA,60,1,1,"19",137000,1,60,1,1,138500,"Very Well","Born Abroad by American Parent","Private",NA,"Male","65-75"
"1757",27,2,68,4,NA,2,NA,NA,1,1,"14",0,6,NA,2,2,7200,"Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"1758",47,2,34,3,1,1,2,NA,1,5,"21",40000,2,40,NA,1,40000,"Very Well","Born Abroad by American Parent","Private","No","Female","31-64"
"1759",50,1,46,3,1,NA,NA,10,2,5,"18",26000,1,40,1,1,26000,NA,"Born Abroad by American Parent","Private",NA,"Male","31-64"
"1760",47,2,32,4,1,NA,2,60,2,5,"18",26000,1,40,1,2,26000,NA,"US Citizen by Naturalization","Private","No","Female","31-64"
"1761",38,2,7,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"1762",38,2,5,3,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born Abroad by American Parent",NA,NA,"Female","5 and under"
"1763",37,2,4,3,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born Abroad by American Parent",NA,NA,"Female","5 and under"
"1764",35,2,3,3,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born Abroad by American Parent",NA,NA,"Female","5 and under"
"1765",33,1,1,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born Abroad by American Parent",NA,NA,"Male","5 and under"
"1766",89,2,59,1,1,NA,NA,17,2,3,"16",104000,1,40,1,1,104000,NA,"Born in US","Private",NA,"Female","31-64"
"1767",142,1,32,1,1,NA,NA,25,2,5,"16",48000,1,40,1,1,48000,NA,"Born in US","Private",NA,"Male","31-64"
"1768",52,2,38,4,1,2,2,40,1,1,"20",1e+05,1,40,1,2,100010,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1769",55,1,47,4,1,1,NA,NA,1,1,"20",1e+05,1,50,1,2,1e+05,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1770",42,1,13,1,NA,1,NA,NA,1,5,"11",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"1771",54,2,10,1,NA,1,NA,NA,1,5,"08",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"1772",81,1,70,5,NA,4,NA,NA,1,1,"16",0,6,NA,2,2,8200,"Not at all","Not a citizen of the US",NA,NA,"Male","65-75"
"1773",60,2,67,5,NA,4,NA,NA,1,1,"16",0,6,NA,2,2,3400,"Not at all","Not a citizen of the US",NA,NA,"Female","65-75"
"1774",90,1,60,1,9,NA,NA,NA,2,3,"17",0,3,NA,2,1,15600,NA,"Born in US","Unemployed",NA,"Male","31-64"
"1775",106,1,33,1,1,NA,NA,NA,2,3,"14",70000,1,40,1,1,70000,NA,"Born in US","Private",NA,"Male","31-64"
"1776",54,1,58,1,6,NA,NA,30,2,5,"18",0,1,32,1,1,80000,NA,"Born in US","Self-Employed",NA,"Male","31-64"
"1777",87,2,41,4,1,1,2,NA,1,5,"21",30000,1,40,1,2,30000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1778",76,1,38,1,1,NA,NA,45,2,1,"22",121000,1,50,1,1,145200,NA,"Born in US","Private",NA,"Male","31-64"
"1779",136,2,33,1,1,NA,2,NA,2,1,"19",0,6,NA,2,1,0,NA,"Born in US","Private","No","Female","31-64"
"1780",246,2,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","5 and under"
"1781",77,2,31,4,1,1,2,70,1,5,"22",130000,1,40,1,2,130000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1782",73,1,29,4,1,1,NA,NA,1,5,"22",0,6,NA,2,2,0,"Very Well","US Citizen by Naturalization","Private",NA,"Male","19-30"
"1783",111,2,59,4,NA,2,NA,NA,1,3,"22",0,6,NA,2,2,12000,"Well","US Citizen by Naturalization",NA,NA,"Female","31-64"
"1784",37,1,48,1,1,NA,NA,45,2,1,"21",565000,1,50,1,1,568000,NA,"Born in US","Private",NA,"Male","31-64"
"1785",37,2,48,1,1,NA,2,45,2,1,"21",197000,1,50,NA,1,197300,NA,"Born in US","Private","No","Female","31-64"
"1786",28,1,6,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"1787",39,2,67,1,NA,1,NA,NA,1,1,"16",0,6,NA,NA,1,3400,"Very Well","Born in US",NA,NA,"Female","65-75"
"1788",59,2,53,1,1,NA,NA,NA,2,5,"16",72000,1,45,NA,1,72000,NA,"Born in US","Private",NA,"Female","31-64"
"1789",124,1,42,4,1,1,NA,15,1,1,"16",45000,1,40,1,2,45010,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1790",110,2,33,4,1,1,2,NA,1,1,"19",60000,2,40,1,2,60010,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1791",123,2,10,1,NA,1,NA,NA,1,5,"06",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"1792",105,1,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"1793",157,1,80,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,9620,"Well","US Citizen by Naturalization",NA,NA,"Male","over 75"
"1794",147,2,79,4,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,10820,"Well","US Citizen by Naturalization",NA,NA,"Female","over 75"
"1795",149,2,58,5,NA,3,NA,NA,1,1,"12",0,6,NA,2,2,0,"Not Well","Not a citizen of the US",NA,NA,"Female","31-64"
"1796",172,1,57,5,NA,2,NA,NA,1,1,"16",0,6,NA,2,2,0,"Well","Not a citizen of the US",NA,NA,"Male","31-64"
"1797",34,2,68,1,NA,NA,NA,NA,2,2,"16",0,6,NA,2,1,1600,NA,"Born in US",NA,NA,"Female","65-75"
"1798",54,2,51,1,NA,NA,NA,NA,2,3,"16",0,6,NA,2,1,0,NA,"Born in US",NA,NA,"Female","31-64"
"1799",63,2,40,1,1,NA,2,45,2,1,"18",50000,1,32,1,1,50000,NA,"Born in US","Private","No","Female","31-64"
"1800",57,1,44,4,7,1,NA,45,1,1,"13",120000,1,65,1,2,120000,"Very Well","US Citizen by Naturalization","Self-Employed",NA,"Male","31-64"
"1801",71,1,6,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"1802",72,1,5,1,NA,NA,NA,NA,2,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"1803",61,2,14,3,NA,NA,NA,NA,2,5,"11",NA,NA,NA,NA,1,NA,NA,"Born Abroad by American Parent",NA,NA,"Female","14-18"
"1804",46,2,38,1,NA,NA,2,NA,2,5,"16",0,6,NA,2,1,12700,NA,"Born in US",NA,"No","Female","31-64"
"1805",63,2,6,1,NA,NA,NA,NA,2,5,"03",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Female","6-13"
"1806",75,1,73,1,1,NA,NA,45,2,3,"20",2000,1,5,1,1,36900,NA,"Born in US","Private",NA,"Male","65-75"
"1807",67,1,42,4,1,1,NA,90,1,1,"24",250000,1,50,1,2,250000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1808",66,2,38,4,1,1,2,90,1,1,"24",150000,1,40,1,2,150000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1809",54,1,8,1,NA,NA,NA,NA,2,5,"06",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"1810",62,1,4,1,NA,NA,NA,NA,NA,5,"02",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"1811",67,2,52,4,3,2,NA,60,1,1,"22",107000,1,40,1,2,107000,"Well","US Citizen by Naturalization","Government",NA,"Female","31-64"
"1812",62,1,49,4,1,2,NA,60,1,1,"24",160000,1,40,1,2,160200,"Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1813",47,1,11,1,NA,1,NA,NA,1,5,"08",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"1814",173,1,44,5,1,2,NA,90,1,1,"12",42000,1,40,1,2,42000,"Well","Not a citizen of the US","Private",NA,"Male","31-64"
"1815",71,1,48,4,1,1,NA,80,1,1,"22",150000,1,40,1,2,150000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1816",68,2,47,4,1,1,2,30,1,1,"22",150000,1,40,1,2,150000,"Very Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1817",75,1,17,1,NA,2,NA,NA,1,5,"14",0,6,NA,2,1,0,"Well","Born in US",NA,NA,"Male","14-18"
"1818",53,1,13,1,NA,2,NA,NA,1,5,"11",NA,NA,NA,NA,1,NA,"Well","Born in US",NA,NA,"Male","6-13"
"1819",128,1,49,4,2,1,NA,15,1,1,"20",160000,1,36,1,2,160000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1820",145,1,71,4,NA,1,NA,NA,1,1,"21",0,6,NA,2,2,10400,"Very Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"1821",175,2,64,4,4,1,NA,5,1,1,"21",15000,1,20,1,2,16200,"Very Well","US Citizen by Naturalization","Government",NA,"Female","31-64"
"1822",74,1,41,4,1,1,NA,60,1,1,"22",165000,1,40,1,2,167000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1823",76,2,42,4,7,1,2,NA,1,1,"22",2000,6,20,2,2,2000,"Very Well","US Citizen by Naturalization","Self-Employed","No","Female","31-64"
"1824",60,1,5,1,NA,1,NA,NA,1,5,"02",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","5 and under"
"1825",32,1,72,4,NA,3,NA,NA,1,1,"15",0,6,NA,2,2,16000,"Not Well","US Citizen by Naturalization",NA,NA,"Male","65-75"
"1826",34,2,72,4,NA,3,NA,NA,1,1,"02",0,6,NA,2,2,10800,"Not Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
"1827",53,1,42,1,1,1,NA,40,1,5,"16",26000,1,40,1,1,26000,"Very Well","Born in US","Private",NA,"Male","31-64"
"1828",51,2,56,5,1,3,NA,60,1,3,"09",12500,1,25,1,2,21900,"Not Well","Not a citizen of the US","Private",NA,"Female","31-64"
"1829",54,1,41,5,1,3,NA,30,1,1,"12",30000,1,40,1,2,30000,"Not Well","Not a citizen of the US","Private",NA,"Male","31-64"
"1830",49,2,37,5,1,3,2,NA,1,1,"13",5600,6,50,2,2,27500,"Not Well","Not a citizen of the US","Private","No","Female","31-64"
"1831",39,2,13,1,NA,1,NA,NA,1,5,"09",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"1832",39,2,8,1,NA,1,NA,NA,1,5,"04",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Female","6-13"
"1833",69,1,64,1,1,NA,NA,NA,2,5,"16",0,6,NA,2,1,27000,NA,"Born in US","Private",NA,"Male","31-64"
"1834",76,1,48,4,1,1,NA,45,1,1,"21",75000,1,40,1,2,75000,"Very Well","US Citizen by Naturalization","Private",NA,"Male","31-64"
"1835",77,2,39,4,1,2,2,15,1,1,"21",75000,1,80,1,2,75000,"Well","US Citizen by Naturalization","Private","No","Female","31-64"
"1836",60,1,13,1,NA,NA,NA,NA,2,5,"10",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","6-13"
"1837",59,1,9,1,NA,1,NA,NA,1,5,"07",NA,NA,NA,NA,1,NA,"Very Well","Born in US",NA,NA,"Male","6-13"
"1838",67,1,3,1,NA,NA,NA,NA,NA,5,"01",NA,NA,NA,NA,1,NA,NA,"Born in US",NA,NA,"Male","5 and under"
"1839",64,1,40,5,1,NA,NA,40,2,1,"22",40000,1,40,1,2,40000,NA,"Not a citizen of the US","Private",NA,"Male","31-64"
"1840",64,2,36,5,1,NA,2,75,2,1,"21",40000,1,40,1,2,40000,NA,"Not a citizen of the US","Private","No","Female","31-64"
"1841",51,1,11,5,NA,NA,NA,NA,2,5,"08",NA,NA,NA,NA,2,NA,NA,"Not a citizen of the US",NA,NA,"Male","6-13"
"1842",67,2,7,5,NA,NA,NA,NA,2,5,"04",NA,NA,NA,NA,2,NA,NA,"Not a citizen of the US",NA,NA,"Female","6-13"
"1843",336,2,56,1,1,NA,NA,NA,2,1,"19",84000,2,40,1,1,84300,NA,"Born in US","Private",NA,"Female","31-64"
"1844",303,1,56,1,1,NA,NA,NA,2,1,"21",72000,2,40,1,1,72100,NA,"Born in US","Private",NA,"Male","31-64"
"1845",176,2,71,4,NA,1,NA,NA,1,1,"16",0,6,NA,2,2,11300,"Very Well","US Citizen by Naturalization",NA,NA,"Female","65-75"
